;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat;ORDINESCUOLA;ALUNNI
MI1E003007;201617;NORD OVEST;20159,0;F205;;;"SCUOLA PRIMARIA PARITARIA ""ANDREA MANDELLI""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;SEGRETERIA.PRIMARIA@MANDELLIRODARI.ORG;FONDAZIONEMANDELLIRODARI@EDUPEC.IT;VIA PAVONI N.10/2;MILANO;LOMBARDIA;SI;www.mandellirodari.org;False;9,1870491;45,5015592;SCUOLA PRIMARIA;256
MIRF105007;201617;NORD OVEST;20129,0;F205;;;ISTITUTO PROFESSIONALE SERVIZI SOCIO-SANITARI MARIA AUSILIATRICE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V.BONVESIN DE LA RIVA;MILANO;LOMBARDIA;SI;www.scuolabonvesin.it;False;9,2120537;45,4633387;SCUOLA SECONDARIA II GRADO;107
MIPS20500T;201617;NORD OVEST;20122,0;F205;;;LICEO SCIENTIFICO ZACCARIA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIA@ISTITUTOZACCARIA.IT;istitutozaccaria@pec.it;VIA DELLA COMMENDA 5;MILANO;LOMBARDIA;SI;www.istitutozaccaria.it;False;9,1989522;45,45939569999999;SCUOLA SECONDARIA II GRADO;128
MIPL335009;201617;NORD OVEST;20122,0;F205;;;LICEO LINGUISTICO MONTINI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;istituto.montini@tiscali.it;Non Disponibile;C.SO P.TA ROMANA 105;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,199094699999998;45,4541624;SCUOLA SECONDARIA II GRADO;138
MI1E06600A;201617;NORD OVEST;20124,0;F205;;;"SCUOLA ELEM.PAR.""MARIA CONSOLATRICE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;primaria@Consolatricemilano.it;IMC@OVERPEC.IT;VIA M. GIOIA51;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,198364999999999;45,4876866;SCUOLA PRIMARIA;370
MI1M06000L;201617;NORD OVEST;20124,0;F205;;;SCUOLA SECONDARIA DI 1° GR. ISTITUTO GONZAGA;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;ISTITUTOGONZAGA@PEC.GONZAGA-MILANO.IT;V.VITRUVIO 41;MILANO;LOMBARDIA;SI;www.gonzaga-milano.it;False;9,2060625;45,4825877;SCUOLA SECONDARIA I GRADO;224
MIPL34500X;201617;NORD OVEST;20100,0;F205;;;LICEO LINGUISTICO TEATRO ALLA SCALA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA G. DELEDDA 11;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2159124;45,4876385;SCUOLA SECONDARIA II GRADO;119
MI1E018001;201617;NORD OVEST;20122,0;F205;;;SCUOLA PRIMARIA PARITARIA MARCELLINE;;MILANO;SCUOLA PRIMARIA NON STATALE;;;comprensivo@marcellinequadronno.it;Non Disponibile;VIA QUADRONNO15;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,192608;45,4543326;SCUOLA PRIMARIA;96
MI1E059007;201617;NORD OVEST;20132,0;F205;;;"SCUOLA ELEM. PAR. ""S.GIUSEPPE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;SEGRETERIA@SANGIUSEPPEMILANO.ORG;Non Disponibile;VIA G.B. DE LA SALLE 5;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2415584;45,502607899999994;SCUOLA PRIMARIA;258
MI1M04600A;201617;NORD OVEST;20133,0;F205;;;SCUOLA SECONDARIA DI 1° GR. FAES MONFORTE;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;monforte@faesmilano.it;Non Disponibile;VIA G.A. AMADEO 11;MILANO;LOMBARDIA;SI;WWW.FAESMILANO.IT;False;9,231686900000001;45,471360700000005;SCUOLA SECONDARIA I GRADO;93
MIPC04500B;201617;NORD OVEST;20122,0;F205;;;LICEO CLASSICO DE AMICIS;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;INFO@ISTITUTIDEAMICIS.IT;Non Disponibile;VIA LAMARMORA34;MILANO;LOMBARDIA;SI;www.istitutideamicis.it;False;9,201708;45,456891;SCUOLA SECONDARIA II GRADO;84
MISL04500B;201617;NORD OVEST;20123,0;F205;;;LICEO ARTISTICO ORSOLINE S.CARLO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;segreteria@artisticorsoline.it;Non Disponibile;V.LANZONE 53;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,174606800000001;45,4615371;SCUOLA SECONDARIA II GRADO;304
MIPS18500T;201617;NORD OVEST;20148,0;F205;;;LICEO SCIENTIFICO S. CELSO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;sancelso2002@gmail.com;Non Disponibile;V. PARAVIA 5;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1278177;45,469620299999995;SCUOLA SECONDARIA II GRADO;16
MI1E076001;201617;NORD OVEST;20129,0;F205;;;"SCUOLA ELEM.PARIF.""G.ROSSELLO""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;rossello.mi@libero.it;Non Disponibile;VIA C.GOLDONI 68;MILANO;LOMBARDIA;SI;www.scuolarossello.it;False;9,2204181;45,46926140000001;SCUOLA PRIMARIA;92
MI1E00500V;201617;NORD OVEST;20121,0;F205;;;"SCUOLA ELEM.PAR.""MONTESSORI S.R.L.""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;MONTESSORI.SCUOLA@FASTWEBNET.IT;Non Disponibile;VIA MILAZZO7;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1876382;45,4794165;SCUOLA PRIMARIA;115
MI1M06400X;201617;NORD OVEST;20133,0;F205;;;SCUOLA SECONDARIA DI 1° GR. FAES ARGONNE;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;argonne@faesmilano.it;Non Disponibile;VIA ZANOIA 1;MILANO;LOMBARDIA;SI;www.faesmilano.it;False;9,2296796;45,48109229999999;SCUOLA SECONDARIA I GRADO;80
MI1M09400Q;201617;NORD OVEST;20133,0;F205;;;SCUOLA SECONDARIA DI 1° GR. STEINER RUDOLF;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;DIDATTICA@SCUOLASTEINERMILANO.IT;Non Disponibile;V. CLERICETTI 45;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2352024;45,479587200000005;SCUOLA SECONDARIA I GRADO;78
MI1E02100R;201617;NORD OVEST;20135,0;F205;;;"SCUOLA ELEM. PAR.""SUORE MANTELLATE SERVE DI MARIA""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;icparitario@suoremantellate.org;ICPVASARI@PECSUOREMANTELLATE.ORG;VIA G. VASARI 16;MILANO;LOMBARDIA;SI;www.suoremantellate.org;False;9,2071444;45,4538248;SCUOLA PRIMARIA;93
MI1M04400P;201617;NORD OVEST;20127,0;F205;;;SCUOLA SECONDARIA DI 1° GR. CIVICA MANZONI;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA GRAZIA DELEDDA 11;MILANO;LOMBARDIA;SI;www.primariamedieincomune.it;False;9,2159124;45,4876385;SCUOLA SECONDARIA I GRADO;60
MI1E445002;201617;NORD OVEST;20143,0;F205;;;LES GALIPETTES;;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA COTTOLENGO 25;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1446844;45,44162000000001;SCUOLA PRIMARIA;130
MIPS375001;201617;NORD OVEST;20147,0;F205;;;LICEO SCIENTIFICO ALEXIS CARREL;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;segreteria@alexiscarrel.org;FONDAZIONEGROSSMAN@EDUPEC.IT;VIA INGANNI12;MILANO;LOMBARDIA;SI;www.fondazionegrossman.org;False;9,1275969;45,44797;SCUOLA SECONDARIA II GRADO;196
MI1E070002;201617;NORD OVEST;20144,0;F205;;;"SCUOLA ELEM.PAR.""IMMACOLATA CONCEZIONE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;IMM.CONCEZIONE@TISCALI.IT;Non Disponibile;VIA ELBA18;MILANO;LOMBARDIA;SI;www.istitutoimmacolataconcezione.it;False;9,156770300000002;45,464118799999994;SCUOLA PRIMARIA;89
MIPC005001;201617;NORD OVEST;20147,0;F205;;;LICEO CLASSICO ALEXIS CARREL;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;FONDAZIONEGROSSMAN@EDUPEC.IT;VIA INGANNI 12;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1275969;45,44797;SCUOLA SECONDARIA II GRADO;114
MI1E129008;201617;NORD OVEST;20157,0;F205;;;SCUOLA PRIMARIA PASTOR ANGELICUS;;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA CITTADINI5;MILANO;LOMBARDIA;SI;www.pastorangelicus.it;False;9,1270551;45,5137452;SCUOLA PRIMARIA;69
MI1E02600X;201617;NORD OVEST;20152,0;F205;;;"SCUOLA ELEM. PAR. ""MADRE BUCCHI""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA PALMI 25;MILANO;LOMBARDIA;SI;www.istitutomadrebucchi.it;False;9,098280099999998;45,458575399999994;SCUOLA PRIMARIA;145
MI1M063004;201617;NORD OVEST;20125,0;F205;;;SCUOLA SECONDARIA DI 1° GR. S. AMBROGIO;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SEGRETERIA.MILANOSA@SALESIANI.IT;Non Disponibile;V. COPERNICO 9;MILANO;LOMBARDIA;SI;www.salesianimilano.it;False;9,201044300000001;45,4881563;SCUOLA SECONDARIA I GRADO;355
MI1E061007;201617;NORD OVEST;20139,0;F205;;;REGINA MUNDI;;MILANO;SCUOLA PRIMARIA NON STATALE;;;info@scuolareginamundi.it;Non Disponibile;VIA BONCOMPAGNI18;MILANO;LOMBARDIA;SI;www.scuolareginamundi.it;False;9,226975900000001;45,44016269999999;SCUOLA PRIMARIA;231
MI1E020001;201617;NORD OVEST;20123,0;F205;;;"SCUOLA PRIMARIA PARITARIA ""ORSOLINE DI SAN CARLO""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;ORSOLINELANZONE@PEC.IT;VIA LANZONE53;MILANO;LOMBARDIA;SI;www.orsolinescuolalanzone.it;False;9,174606800000001;45,4615371;SCUOLA PRIMARIA;298
MI1M05300D;201617;NORD OVEST;20122,0;F205;;;SCUOLA SECONDARIA DI 1° GR. DE AMICIS;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;INFO@ISTITUTIDEAMICIS.IT;Non Disponibile;V.LAMARMORA 34;MILANO;LOMBARDIA;SI;www.istitutideamicis.it;False;9,201708;45,456891;SCUOLA SECONDARIA I GRADO;30
MI1E14300E;201617;NORD OVEST;20147,0;F205;;;MERKOS L'INYONEI CHINUCH;;MILANO;SCUOLA PRIMARIA NON STATALE;;;SEGRETERIA@MERKOS.IT;Non Disponibile;VIA DELLE FORZE ARMATE61;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1306371;45,4628305;SCUOLA PRIMARIA;68
MI1M071003;201617;NORD OVEST;20132,0;F205;;;SCUOLA SECONDARIA DI 1° GR. MARIA MATER MEA ORSOLINE;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;MARIAMATERMEA@LIBERO.IT;Non Disponibile;V.PUSIANO 57;MILANO;LOMBARDIA;SI;www.matermea.it;False;9,246280700000002;45,5004778;SCUOLA SECONDARIA I GRADO;76
MIPS295009;201617;NORD OVEST;20134,0;F205;;;LICEO SCIENTIFICO FONDAZIONE SACRO CUORE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;FONDAZIONESACROCUORE@EDUPEC.IT;VIA ROMBON 78;MILANO;LOMBARDIA;SI;www.sacrocuore.org;False;9,2528017;45,486851200000004;SCUOLA SECONDARIA II GRADO;220
