CODSCUOLA;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat;ORDINESCUOLA;ALUNNI;nome_citta
RM1M11200L;201617;CENTRO;00186;H501;;;SCHOLA PUERORUM;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;CMP.SISTINA@ORG.VA;Non Disponibile;V.MONTE DELLA FARINA 64;ROMA;LAZIO;SI;Non Disponibile;False;12,4748549;41,8957684;SCUOLA SECONDARIA I GRADO;28;ROMA
RM1E206001;201617;CENTRO;00131;H501;;;SANT'ANNA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;P.ZZA S.M. DELL'OLIVO 2;ROMA;LAZIO;SI;scuolasantannasettecamini;False;12,6226477;41,939643;SCUOLA PRIMARIA;123;ROMA
RM1E077009;201617;CENTRO;00177;H501;;;SCUOLA ELEM.PARIF. SACRO CUORE;;ROMA;SCUOLA PRIMARIA NON STATALE;;;ist.isabelladerosis@libero.it;Non Disponibile;VIA ISABELLA DE ROSIS 8;ROMA;LAZIO;SI;Non Disponibile;False;12,5439877;41,8854186;SCUOLA PRIMARIA;79;ROMA
RM1EVQ500H;201617;CENTRO;00124;H501;;;L'AURORA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;V. Tommaso Traetta n.68;ROMA;LAZIO;SI;Non Disponibile;False;12,3858275;41,7520918;SCUOLA PRIMARIA;68;ROMA
RM1E11600P;201617;CENTRO;00167;H501;;;SCUOLA ELEM.PARIF. NOSTRA SIGNORA DI LOURDES;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;SCUOLATLOURDES@POSTE-CERTIFICATE.IT;VIA DOMENICO TARDINI 26;ROMA;LAZIO;SI;http//scuolansdilourdes.it;False;12,4265481;41,9023101;SCUOLA PRIMARIA;64;ROMA
RM1E02600C;201617;CENTRO;00152;H501;;;SCUOLA PRIMARIA PARITARIA ANNA MICHELI;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA LUDOVICA ALBERTONI 41;ROMA;LAZIO;SI;www.annamicheli.it;False;12,4439172;41,8785675;SCUOLA PRIMARIA;155;ROMA
RM1M11800G;201617;CENTRO;00189;H501;;;SCUOLA MEDIA ASISIUM;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;segreteria@asisium.it;Non Disponibile;V.GROTTAROSSA 301;ROMA;LAZIO;SI;www.asisium.it;False;12,4499726;41,9743718;SCUOLA SECONDARIA I GRADO;201;ROMA
RM1E04700D;201617;CENTRO;00156;H501;;;SCUOLA ELEM.PARIT. ZAVERIA CASSIA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;zaveriacassia@tiscali.it;Non Disponibile;VIA CORRIDONIA 40;ROMA;LAZIO;SI;Non Disponibile;False;12,583187;41,9412609;SCUOLA PRIMARIA;96;ROMA
RM1EM25008;201617;CENTRO;00182;H501;;;ST. PHILIP SCHOOL;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA DON ORIONE 8;ROMA;LAZIO;SI;Non Disponibile;False;12,5161679;41,878937;SCUOLA PRIMARIA;43;ROMA
RM1E119006;201617;CENTRO;00149;H501;;;SCUOLA ELEM.PARIT. SAN FRANCESCO DI SALES;;ROMA;SCUOLA PRIMARIA NON STATALE;;;istitutosfsales@interfree.it;Non Disponibile;VIA PORTUENSE 520;ROMA;LAZIO;SI;Non Disponibile;False;12,44784;41,85803;SCUOLA PRIMARIA;135;ROMA
RM1MMF500S;201617;CENTRO;00152;H501;;;ANNA MICHELI;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;segreteria@annamicheli.it;Non Disponibile;V. LUDOVICA ALBERTONI 41;ROMA;LAZIO;SI;www.annamicheli.it;False;12,4439172;41,8785675;SCUOLA SECONDARIA I GRADO;12;ROMA
RM1M024002;201617;CENTRO;00133;H501;;;SCUOLA MEDIA IST. S. PAOLO;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;ISTPAOLO@TISCALINET.IT;Non Disponibile;V.CASILINA 1606 (TORRE-GAIA);ROMA;LAZIO;SI;Non Disponibile;False;12,6374135;41,8636199;SCUOLA SECONDARIA I GRADO;180;ROMA
RM1E171007;201617;CENTRO;00187;H501;;;SACRO CUORE;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;P.ZZA TRINITA' DEI MONTI 3;ROMA;LAZIO;SI;www.sacrocuoretdm.it;False;12,4834543;41,9063664;SCUOLA PRIMARIA;222;ROMA
RM1E02400R;201617;CENTRO;00139;H501;;;SCUOLA ELEM.PARIT. CATERINA CITTADINI;;ROMA;SCUOLA PRIMARIA NON STATALE;;;primaria.orsolroma@katamail.com;CITTADINIROMA@PEC.SCUOLACITTADINIROMA.IT;VIA GRAN PARADISO 31;ROMA;LAZIO;SI;Non Disponibile;False;12,5280766;41,9478566;SCUOLA PRIMARIA;183;ROMA
RM1E04200A;201617;CENTRO;00176;H501;;;SACRO CUORE IST.SORELLE DELLA MISERICORDIA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;giussano89@tiscali.it;SACROCUOREGIUSSANO@CERTIFICAZIONEPOSTA.IT;VIA ALBERTO DA GIUSSANO 89;ROMA;LAZIO;SI;www.sacrocuoregiussano.it;False;12,53482;41,88892999999999;SCUOLA PRIMARIA;112;ROMA
RM1E07500N;201617;CENTRO;00196;H501;;;SCUOLA PRIMARIA PARITARIA VILLA FLAMINIA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;V.LE DEL VIGNOLA 56;ROMA;LAZIO;SI;www.villaflaminia.net;False;12,466416699999998;41,92553510000001;SCUOLA PRIMARIA;444;ROMA
RM1ES9500O;201617;CENTRO;00137;H501;;;Gauss Junior;;ROMA;SCUOLA PRIMARIA NON STATALE;;;info@istitutogauss.it;Non Disponibile;via della Bufalotta556;ROMA;LAZIO;SI;Non Disponibile;False;12,5466441;41,9598013;SCUOLA PRIMARIA;11;ROMA
RM1M07100G;201617;CENTRO;00162;H501;;;MARYMOUNT;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;info@marymount.it;Non Disponibile;V.NOMENTANA 355;ROMA;LAZIO;SI;www.marymount.it;False;12,5196962;41,9233698;SCUOLA SECONDARIA I GRADO;175;ROMA
RM1E19600G;201617;CENTRO;00123;H501;;;S.GABRIELE;;ROMA;SCUOLA PRIMARIA NON STATALE;;;sgabriele@tin.it;GESTIONI.SCOLASTICHE@GIGAPEC.IT;VIA CASSIA KM. 16;ROMA;LAZIO;SI;www.istitutosangabriele.it;False;12,3836606;42,0013696;SCUOLA PRIMARIA;104;ROMA
RM1M12400V;201617;CENTRO;00193;H501;;;SCUOLA MEDIA SCUOLA PONTIFICIA PIO IX;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V.CAVALIERI DEL S.SEPOLOCRO 1;ROMA;LAZIO;SI;Non Disponibile;False;12,460581;41,9018349;SCUOLA SECONDARIA I GRADO;70;ROMA
RM1E02500L;201617;CENTRO;00166;H501;;;SCUOLA ELEM.PARIT. MARIA TECLA RELUCENTI;;ROMA;SCUOLA PRIMARIA NON STATALE;;;teclarelucenti@tiscali.it;Non Disponibile;VIA C. TORNABUONI 12;ROMA;LAZIO;SI;Non Disponibile;False;12,3922475;41,9040435;SCUOLA PRIMARIA;133;ROMA
RM1E11800A;201617;CENTRO;00167;H501;;;SCUOLA ELEM.PARIT. VIRGINIA CENTURIONE BRACELLI;;ROMA;SCUOLA PRIMARIA NON STATALE;;;scuolaprimbracelli@libero.it;Non Disponibile;VIA MATTIA BATTISTINI 256;ROMA;LAZIO;SI;Non Disponibile;False;12,4187311;41,916888;SCUOLA PRIMARIA;141;ROMA
RM1M05100A;201617;CENTRO;00151;H501;;;SCUOLA MEDIA S. GIUSEPPE;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V.CASALETTO 260;ROMA;LAZIO;SI;Non Disponibile;False;12,4382267;41,8685412;SCUOLA SECONDARIA I GRADO;53;ROMA
RM1MHD500Z;201617;CENTRO;00139;H501;;;GAUSS;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;Via della Bufalotta 556;ROMA;LAZIO;SI;Non Disponibile;False;12,54587;41,95802;SCUOLA SECONDARIA I GRADO;29;ROMA
RM1E051005;201617;CENTRO;00169;H501;;;SCUOLA ELEM.PARIT.NOSTRA SIGNORA DEL SUFFRAGIO;;ROMA;SCUOLA PRIMARIA NON STATALE;;;SCUOLE.ROMA@FAADIBRUNO.IT;Non Disponibile;VIA DEI COLOMBI 47;ROMA;LAZIO;SI;www.scuolansdelsuffragio.it;False;12,5931576;41,8691093;SCUOLA PRIMARIA;96;ROMA
RM1M02100E;201617;CENTRO;00122;H501;;;SCUOLA MEDIA FAA' DI BRUNO;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;vpallotti@tiscali.it;INFO@PEC.ISTITUTOPALLOTTI.IT;P.ZZA REGINA PACIS 13;ROMA;LAZIO;SI;www.istitutopallotti.it;False;12,28095;41,7318051;SCUOLA SECONDARIA I GRADO;114;ROMA
RM1E20800L;201617;CENTRO;00156;H501;;;SCUOLA ELEM.PARIF. SACRO CUORE DI GESU';;ROMA;SCUOLA PRIMARIA NON STATALE;;;SACROCUORE.ROMA@VIRGILIO.IT;Non Disponibile;VIA C. ULPIANI 15;ROMA;LAZIO;SI;Non Disponibile;False;12,567784;41,9302172;SCUOLA PRIMARIA;100;ROMA
RM1E17000B;201617;CENTRO;00185;H501;;;SCUOLA ELEM.PARIT. SAN GIUSEPPE;;ROMA;SCUOLA PRIMARIA NON STATALE;;;SUORSUOR@LIBERO.IT;Non Disponibile;VIA TASSO 157;ROMA;LAZIO;SI;Non Disponibile;False;12,506486;41,888221;SCUOLA PRIMARIA;22;ROMA
RM1E01700N;201617;CENTRO;00153;H501;;;SCUOLA ELEM.PARIT. TERESA SPINELLI;;ROMA;SCUOLA PRIMARIA NON STATALE;;;ermelinda.macciocchi@tin.it;Non Disponibile;PIAZZA MASTAI 16;ROMA;LAZIO;SI;www.scuolateresaspinelli.info;False;12,4732591;41,8872138;SCUOLA PRIMARIA;77;ROMA
RM1E19500Q;201617;CENTRO;00187;H501;;;SCUOLA ELEM.PARIT. S. GIUSEPPE DE MERODE;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA DI SAN SEBASTIANELLO 3;ROMA;LAZIO;SI;Non Disponibile;False;12,4820759;41,90679420000001;SCUOLA PRIMARIA;176;ROMA
RM1M12100B;201617;CENTRO;00192;H501;;;SCUOLA MEDIA IST. NAZARETH;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;istituto.nazareth@tiscali.it;Non Disponibile;V.COLA DI RIENZO 140;ROMA;LAZIO;SI;www.nazareth-roma.eu;False;12,4658694;41,9078369;SCUOLA SECONDARIA I GRADO;43;ROMA
RM1M06900G;201617;CENTRO;00162;H501;;;SCUOLA MEDIA S. ORSOLA;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V.LIVORNO 50;ROMA;LAZIO;SI;Non Disponibile;False;12,5246121;41,9159939;SCUOLA SECONDARIA I GRADO;76;ROMA
RM1M08000A;201617;CENTRO;00167;H501;;;SCUOLA MEDIA ELENA GUERRA;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;scuolamediaparitariaelenaguerra@yahoo.it;Non Disponibile;V.SILVESTRO II24;ROMA;LAZIO;SI;www.scuolaelenaguerra.it;False;12,422694300000002;41,9060349;SCUOLA SECONDARIA I GRADO;61;ROMA
RM1E04100E;201617;CENTRO;00176;H501;;;SCUOLA ELEM.PARIT. LUCIA NOIRET;;ROMA;SCUOLA PRIMARIA NON STATALE;;;lucianoiret@062751360.191.it;Non Disponibile;VIA VINCENZO CORONELLI 43;ROMA;LAZIO;SI;www.lucianoiret.org;False;12,5345408;41,88490460000001;SCUOLA PRIMARIA;89;ROMA
RM1E12400N;201617;CENTRO;00144;H501;;;SCUOLA ELEM.PARIF. SANTA CHIARA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA CATERINA TROIANI 90;ROMA;LAZIO;SI;www.scuolasantachiara.it;False;12,4497688;41,8109695;SCUOLA PRIMARIA;133;ROMA
RM1M05000E;201617;CENTRO;00151;H501;;;SCUOLA MEDIA MATER CARMELI;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;matercarmeli@libero.it;Non Disponibile;V.A.BENNICELLI 69/71;ROMA;LAZIO;SI;www.matercarmeli.com;False;12,441853300000002;41,8748659;SCUOLA SECONDARIA I GRADO;90;ROMA
RM1E12500D;201617;CENTRO;00196;H501;;;SCUOLA ELEM.PARIF. M.G. ROSSELLO;;ROMA;SCUOLA PRIMARIA NON STATALE;;;sfrosselloroma@pcn.net;Non Disponibile;VIA FLAMINIA 353;ROMA;LAZIO;SI;www.scuolarosselloroma.135.it;False;12,4686858;41,9289863;SCUOLA PRIMARIA;133;ROMA
RM1MZQ500O;201617;CENTRO;00159;H501;;;MARIA CONSOLATRICE;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;ismc.casalbertone@pec.it;V.N. MARSELLI 1;ROMA;LAZIO;SI;Non Disponibile;False;12,53528;41,89732;SCUOLA SECONDARIA I GRADO;15;ROMA
RM1E20700R;201617;CENTRO;00184;H501;;;SANTA CHIARA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;sorellefaioli@libero.it;CONGR.SUORESANTACHIARA@POSTECERT.IT;VIA T.TRAIANO 7;ROMA;LAZIO;SI;Non Disponibile;False;12,4988575;41,8921108;SCUOLA PRIMARIA;53;ROMA
RM1E049005;201617;CENTRO;00137;H501;;;SCUOLA ELEM.PARIT.PADRE ANGELICO LIPANI;;ROMA;SCUOLA PRIMARIA NON STATALE;;;P.A.LIPANI@LIBERO.IT;Non Disponibile;VIA NOMENTANA 954;ROMA;LAZIO;SI;Non Disponibile;False;12,560948;41,9444972;SCUOLA PRIMARIA;126;ROMA
RM1M09700Q;201617;CENTRO;00178;H501;;;SCUOLA MEDIA S. GIUSEPPE;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;secondaria@sangiuseppecab.it;Non Disponibile;V.RABBELLO 15;ROMA;LAZIO;SI;www.sangiuseppecab.it;False;12,547979;41,8401761;SCUOLA SECONDARIA I GRADO;120;ROMA
RM1E17300V;201617;CENTRO;00141;H501;;;PAOLO VI;;ROMA;SCUOLA PRIMARIA NON STATALE;;;scuolapaolosesto@libero.it;Non Disponibile;P.ZZA A. BALDINI 15;ROMA;LAZIO;SI;Non Disponibile;False;12,5444382;41,9404795;SCUOLA PRIMARIA;88;ROMA
RM1E044002;201617;CENTRO;00167;H501;;;SCUOLA ELEM.PARIT. S.GIOVANNI BATTISTA DE LA SALLE;;ROMA;SCUOLA PRIMARIA NON STATALE;;;v.pagano@tiscali.it;Non Disponibile;VIA G.B. PAGANO 71;ROMA;LAZIO;SI;Non Disponibile;False;12,4223938;41,9008579;SCUOLA PRIMARIA;219;ROMA
RM1M079006;201617;CENTRO;00167;H501;;;SCUOLA MEDIA S. GIOVANNI BATTISTA DE LA SALLE;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;v.pagano@tiscali.it;Non Disponibile;V.G.B.PAGANO 71;ROMA;LAZIO;SI;Non Disponibile;False;12,4223938;41,9008579;SCUOLA SECONDARIA I GRADO;109;ROMA
RM1E00800V;201617;CENTRO;00172;H501;;;SCUOLA ELEM.PARIT. S.BENEDETTO;;ROMA;SCUOLA PRIMARIA NON STATALE;;;istbenedettine@tiscali.it;ISTBENEDETTINE@PEC.IT;VIA TOR DE' SCHIAVI 112/116;ROMA;LAZIO;SI;Non Disponibile;False;12,564055;41,87908910000001;SCUOLA PRIMARIA;133;ROMA
RM1EQM5004;201617;CENTRO;00124;H501;;;COSI' PER GIOCO;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;V. di Macchia Saponara n.247;ROMA;LAZIO;SI;Non Disponibile;False;12,365326199999998;41,7589953;SCUOLA PRIMARIA;51;ROMA
RM1E05300R;201617;CENTRO;00147;H501;;;SCUOLA ELEM.PARIT. CATERINA DI SANTA ROSA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA DELLE SETTE CHIESE 243;ROMA;LAZIO;SI;www.istitutocsr.it;False;12,501529199999998;41,8596171;SCUOLA PRIMARIA;236;ROMA
RM1M09600X;201617;CENTRO;00177;H501;;;SCUOLA MEDIA CAVANIS;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;info@cavanisroma.it;CAVANISROMA@PEC.JOOMLAHOST.IT;VIA CASILINA 600;ROMA;LAZIO;SI;www.cavanisroma.it;False;12,549288699999998;41,8773771;SCUOLA SECONDARIA I GRADO;29;ROMA
RM1E02000D;201617;CENTRO;00153;H501;;;SCUOLA ELEM.PARIF. PIO IX;;ROMA;SCUOLA PRIMARIA NON STATALE;;;SEGRETERIA@ISTITUTOPIOIX.IT;Non Disponibile;VIA S.PRISCA 8;ROMA;LAZIO;SI;www.istitutopioix.it;False;12,48333;41,88337;SCUOLA PRIMARIA;110;ROMA
RM1E172003;201617;CENTRO;00187;H501;;;VOLPICELLI;;ROMA;SCUOLA PRIMARIA NON STATALE;;;ISTITUTOVOLPICELLI@LIBERO.IT;Non Disponibile;VIA XX SETTEMBRE 68;ROMA;LAZIO;SI;Non Disponibile;False;12,5002139;41,9087529;SCUOLA PRIMARIA;8;ROMA
RM1M08300T;201617;CENTRO;00171;H501;;;SCUOLA MEDIA CABRINI;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;sfscabrini_roma@yahoo.it;Non Disponibile;V.ANAGNI 1;ROMA;LAZIO;SI;Non Disponibile;False;12,5539412;41,8901019;SCUOLA SECONDARIA I GRADO;61;ROMA
RM1E199003;201617;CENTRO;00178;H501;;;SCUOLA ELEMENTARE INTERNAZ.MONTESSORI NERINA NOE';;ROMA;SCUOLA PRIMARIA NON STATALE;;;info@montessorinternazionale.it;Non Disponibile;VIA VIGGIANO 78;ROMA;LAZIO;SI;www.montessorinternazionale.it;False;12,5217104;41,831451;SCUOLA PRIMARIA;59;ROMA
RM1E043006;201617;CENTRO;00175;H501;;;SCUOLA ELEM.PARIT.S. GIOVANNI BOSCO;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIALE PALMIRO TOGLIATTI 167;ROMA;LAZIO;SI;www.istitutodonboscocinecitta.com;False;12,5698892;41,8599898;SCUOLA PRIMARIA;349;ROMA
RM1E007003;201617;CENTRO;00172;H501;;;SCUOLA ELEM.PARIT. MARIA IMMACOLATA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;ulf22@katamail.com;Non Disponibile;VIA TOR DE' SCHIAVI 150;ROMA;LAZIO;SI;Non Disponibile;False;12,5640019;41,88173270000001;SCUOLA PRIMARIA;128;ROMA
RM1E19700B;201617;CENTRO;00191;H501;;;SCUOLA ELEM.PARIF. GESU' E MARIA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;AMMIN@SCUOLAGESUMARIA.IT;Non Disponibile;VIA FLAMINIA 631;ROMA;LAZIO;SI;SCUOLAGESUMARIA.IT;False;12,4725434;41,945097;SCUOLA PRIMARIA;430;ROMA
RM1E127005;201617;CENTRO;00133;H501;;;SCUOLA ELEM.PARIT. SAN PAOLO;;ROMA;SCUOLA PRIMARIA NON STATALE;;;ISTPAOLO@TISCALINET.IT;Non Disponibile;VIA CASILINA 1606;ROMA;LAZIO;SI;Non Disponibile;False;12,6376029;41,86298710000001;SCUOLA PRIMARIA;250;ROMA
RM1E052001;201617;CENTRO;00148;H501;;;SCUOLA ELEM.PARIT. SUORE OBLATE AL DIVINO AMORE;;ROMA;SCUOLA PRIMARIA NON STATALE;;;OBLATE21@TISCALI.IT;Non Disponibile;VIA DELLE VIGNE 75;ROMA;LAZIO;SI;Non Disponibile;False;12,4221839;41,83819330000001;SCUOLA PRIMARIA;69;ROMA
RM1M031005;201617;CENTRO;00161;H501;;;IUNIOR INTERNATIONAL INSTITUTE;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;info@iuniorinternational.it;Non Disponibile;V.G.B.DE ROSSI 48;ROMA;LAZIO;SI;www.iuniorinternational.it;False;12,519203;41,91788070000001;SCUOLA SECONDARIA I GRADO;74;ROMA
RM1M082002;201617;CENTRO;00169;H501;;;SCUOLA MEDIA NOSTRA SIGNORA DEL SUFFRAGIO;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SCUOLE.ROMA@FAADIBRUNO.IT;Non Disponibile;V.DEI COLOMBI 47;ROMA;LAZIO;SI;www.scuolansdelsuffragio.it;False;12,5931576;41,8691093;SCUOLA SECONDARIA I GRADO;57;ROMA
RM1E198007;201617;CENTRO;00143;H501;;;SCUOLA ELEMENTARE VERITAS;;ROMA;SCUOLA PRIMARIA NON STATALE;;;istitutoveritas@virgilio.it;Non Disponibile;VIA LAURENTINA 1800;ROMA;LAZIO;SI;Non Disponibile;False;12,5067273;41,7284799;SCUOLA PRIMARIA;210;ROMA
RM1E01000V;201617;CENTRO;00181;H501;;;SCUOLA ELEM.PARIT.S.MARIA MAZZARELLO;;ROMA;SCUOLA PRIMARIA NON STATALE;;;MAZZARELLO@FMAIRO.NET;Non Disponibile;P.ZZA SANTA MARIA AUSILIATRICE 60;ROMA;LAZIO;SI;www.istitutomazzarello.org;False;12,5281098;41,87319829999999;SCUOLA PRIMARIA;150;ROMA
RM1E01800D;201617;CENTRO;00135;H501;;;SCUOLA ELEM.PARIT. S.ANTONIO;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA DELLE BENEDETTINE 36;ROMA;LAZIO;SI;Non Disponibile;False;12,4303067;41,947563;SCUOLA PRIMARIA;79;ROMA
RM1E09600P;201617;CENTRO;00151;H501;;;SCUOLE ELEM.PARIF. S. GIUSEPPE;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA DEL CASALETTO 260;ROMA;LAZIO;SI;Non Disponibile;False;12,4382267;41,8685412;SCUOLA PRIMARIA;119;ROMA
RM1M02700D;201617;CENTRO;00161;H501;;;PETRANOVA;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;INFO@PETRANOVAINTERNATIONAL.IT;Non Disponibile;VIA PAVIA 23;ROMA;LAZIO;SI;www.petranovainternational.it;False;12,5172558;41,9083383;SCUOLA SECONDARIA I GRADO;62;ROMA
RM1M08900R;201617;CENTRO;00174;H501;;;MATER DIVINI AMORIS;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;direzione@scuolamda.it;Non Disponibile;V.C.CANULEIO 150;ROMA;LAZIO;SI;www.scuolamda.it;False;12,5639875;41,8504407;SCUOLA SECONDARIA I GRADO;73;ROMA
RM1E7V500S;201617;CENTRO;00161;H501;;;SCUOLA PRIMARIA DON CARLO LAZZARI;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;amministrazione@pec.fondazionecavalsassi.it;V. MARCELLO MALPIGHI 3;ROMA;LAZIO;SI;Non Disponibile;False;12,5062727;41,9110922;SCUOLA PRIMARIA;10;ROMA
RM1E126009;201617;CENTRO;00174;H501;;;SCUOLA ELEM.PARIF. MATER DIVINI AMORIS;;ROMA;SCUOLA PRIMARIA NON STATALE;;;direzione@scuolamda.it;Non Disponibile;VIA CAIO CANULEIO 150;ROMA;LAZIO;SI;www.scuolamda.it;False;12,5639875;41,8504407;SCUOLA PRIMARIA;138;ROMA
RM1M073007;201617;CENTRO;00165;H501;;;SS.TRINITA';;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;trinitarieroma@tin.it;Non Disponibile;V.MADONNA DEL RIPOSO 67;ROMA;LAZIO;SI;www.trinitarieroma.it;False;12,4337647;41,896793;SCUOLA SECONDARIA I GRADO;31;ROMA
RM1M04600V;201617;CENTRO;00146;H501;;;SCUOLA MEDIA FALLETTI DI BAROLO;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V.LE MARCONI 700;ROMA;LAZIO;SI;Non Disponibile;False;12,4756409;41,84648;SCUOLA SECONDARIA I GRADO;130;ROMA
RM1E09500V;201617;CENTRO;00174;H501;;;SCUOLA ELEM.PARIF.FIGLIE DELLA DIVINA PROVVIDENZA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;F.D.P.QUADRARO@TISCALINET.IT;Non Disponibile;VIA TUSCOLANA 615;ROMA;LAZIO;SI;Non Disponibile;False;12,5503024;41,86340560000001;SCUOLA PRIMARIA;114;ROMA
RM1M087005;201617;CENTRO;00172;H501;;;SCUOLA MEDIA PIO XII;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V.CASILINA 767;ROMA;LAZIO;SI;www.pioxii.it;False;12,5561084;41,8760196;SCUOLA SECONDARIA I GRADO;57;ROMA
RM1M02600N;201617;CENTRO;00135;H501;;;SCUOLA MEDIA IST.S. GIUSEPPE CALASANZIO;;ROMA;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V.CORTINA D'AMPEZZO 256;ROMA;LAZIO;SI;Non Disponibile;False;12,438377;41,942956;SCUOLA SECONDARIA I GRADO;120;ROMA
RM1E015002;201617;CENTRO;00182;H501;;;SCUOLA ELEM.PARIT. SANTA DOROTEA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;ottavia.diottavio@scuolasdorotea.it;ISTITUTOSDOROTEA_C3ROMA@PEC.IT;VIA MATERA 18;ROMA;LAZIO;SI;www.istitutosantadorotea.it;False;12,5186415;41,8820521;SCUOLA PRIMARIA;120;ROMA
RM1E00900P;201617;CENTRO;00153;H501;;;SCUOLA ELEM.PARIT. S.GAETANO;;ROMA;SCUOLA PRIMARIA NON STATALE;;;dir.sgaetano@yahoo.it;Non Disponibile;VIALE TRASTEVERE 251;ROMA;LAZIO;SI;Non Disponibile;False;12,4661002;41,876016;SCUOLA PRIMARIA;143;ROMA
RM1E086004;201617;CENTRO;00184;H501;;;SCUOLA ELEM.PARIF. SANTA CATERINA DA SIENA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;PLE NUMA POMPILIO 45;ROMA;LAZIO;SI;www.istitutosansisto.it;False;12,4957191;41,8796525;SCUOLA PRIMARIA;27;ROMA
RM1E135004;201617;CENTRO;00171;H501;;;ANNIBALE MARIA DI FRANCIA;;ROMA;SCUOLA PRIMARIA NON STATALE;;;SCUOLAPARDIFRANCIA@TISCALI.IT;Non Disponibile;CNE APPIA 146;ROMA;LAZIO;SI;Non Disponibile;False;12,5146417;41,8756019;SCUOLA PRIMARIA;84;ROMA
